business_name,category,address,phone,website,website_domain,emails_found_in_original_scrape,email_source_fields,other_scraped_urls,google_maps_url,place_id,closed_flag
Spicy Road Chinese Hotpot Restaurant,Chinese restaurant,"麻辣之路Spicy Road Chinese Hotpot, Muchai Dr, Nairobi, Kenya",+254 114 395508,,,,,"https://www.google.com/maps/search/?api=1&query=Spicy%20Road%20Chinese%20Hotpot%20Restaurant&query_place_id=ChIJq5Nn8X0RLxgR9i5807xIBuY | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.79946094992056,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk6fu4B5joChdPhhhaEidUVdTqgcqDlU5GWVKKtiMYRODwL14OxYd7R5342nmqXnY016swstiikr75FnlSNoqssxixVuMgjhrEJGGGmEY3CFYKEwWsNumFcdrHuulNcmeu4fCm3=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Spicy%20Road%20Chinese%20Hotpot%20Restaurant&query_place_id=ChIJq5Nn8X0RLxgR9i5807xIBuY,ChIJq5Nn8X0RLxgR9i5807xIBuY,False
Spring Garden Chinese Restaurant,Chinese restaurant,"James Gichuru Road, Nairobi, Kenya",+254 20 4848558,,,,,"https://www.google.com/maps/search/?api=1&query=Spring%20Garden%20Chinese%20Restaurant&query_place_id=ChIJccdTlx0aLxgRwyad0stqWIU | https://www.google.com/maps/search/restaurant/@-1.2792325141654115,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmPVr1BffScbmPoHJnN0Mvb1yXwS0gFu9sM9XOGUFMOx248OEHm-JAf-rOyzMD5z_4BT7Yr2MOjyKMCHjrzZPPRjSYODP5KzfEtjvzodN6jwmK9XKcSabrHwI67v79refemg41n=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Spring%20Garden%20Chinese%20Restaurant&query_place_id=ChIJccdTlx0aLxgRwyad0stqWIU,ChIJccdTlx0aLxgRwyad0stqWIU,False
Tamu Tamu Value Meals Lavington,Chinese restaurant,"PQ7F+34V, Nairobi, Kenya",+254 706 684329,,,,,"https://www.google.com/maps/search/?api=1&query=Tamu%20Tamu%20Value%20Meals%20Lavington&query_place_id=ChIJpyXeQIgbLxgRbf2LNJyW-1Y | https://www.google.com/maps/search/restaurant/@-1.2792325141654115,36.76508901669314,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ji1HIa1YWwH6JNrE1iR0NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.086&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Tamu%20Tamu%20Value%20Meals%20Lavington&query_place_id=ChIJpyXeQIgbLxgRbf2LNJyW-1Y,ChIJpyXeQIgbLxgRbf2LNJyW-1Y,False
The Great Wall Restaurant,Chinese restaurant,"Valley Arcade Shopping Centre, P. O. Box 76586, Nairobi, Kenya",+254 20 3867025,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Great%20Wall%20Restaurant&query_place_id=ChIJFY_jyxEaLxgRB_8dmiaC5FU | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6vf0MKgEX6hlMJGv2wLbfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.328&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=The%20Great%20Wall%20Restaurant&query_place_id=ChIJFY_jyxEaLxgRB_8dmiaC5FU,ChIJFY_jyxEaLxgRB_8dmiaC5FU,False
Wongtai Lavington,Chinese restaurant,"PQ7F+34M, Nairobi, Kenya",+254 706 684329,,,,,"https://www.google.com/maps/search/?api=1&query=Wongtai%20Lavington&query_place_id=ChIJUxA0o2MbLxgRZv4PuOOSnbA | https://www.google.com/maps/search/restaurant/@-1.2895935545454547,36.773318836363636,17.002337659462743z?hl=en | http://t2.gstatic.com/images?q=tbn:ANd9GcRExIE2PENV2c10_mwCo7nik49nUY-hQot2ZLee2_SiAAKVaMNl",https://www.google.com/maps/search/?api=1&query=Wongtai%20Lavington&query_place_id=ChIJUxA0o2MbLxgRZv4PuOOSnbA,ChIJUxA0o2MbLxgRZv4PuOOSnbA,False
Xian Restaurant,Chinese restaurant,"Salonika Villas, Muthangari Rd, 69671 - 00400, Nairobi, Kenya",+254 703 146302,,,,,"https://www.google.com/maps/search/?api=1&query=Xian%20Restaurant&query_place_id=ChIJza6B9w8aLxgRD6xvYXIpoco | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnwv-ROEi-K8HMX1zFccilNmjkEE5UIQI6unq9diWeDZ19o8OIi162OE6Xqibthj5K9zcsdGLgGasgcArqj_ejDuvMuNcdmb3GHgBWPorIvd931h3QhBZ3lYHArbCrTYlEJ9mOIVA=w436-h240-k-no",https://www.google.com/maps/search/?api=1&query=Xian%20Restaurant&query_place_id=ChIJza6B9w8aLxgRD6xvYXIpoco,ChIJza6B9w8aLxgRD6xvYXIpoco,False
Xiang Restaurant 湘菜馆,Chinese restaurant,"PQ7M+C8G, Nairobi, Kenya",+254 116 008888,,,,,"https://www.google.com/maps/search/?api=1&query=Xiang%20Restaurant%20%E6%B9%98%E8%8F%9C%E9%A6%86&query_place_id=ChIJ6daghwIRLxgRvYfJNl2wcKE | https://www.google.com/maps/search/restaurant/@-1.2792325141654115,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn62jdg1TFLB5_68PeXt1cNT9cVGRAOB33tFz9yyxDIrItnEQlX1QhdE3oJ1B3QWT9k5orkfR6HbVeVCI8AbewrqTnAu3zGW0U5Ufjcx5odSzFjEPL2Tcy7J9nc-ejMo7gNyaL_=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Xiang%20Restaurant%20%E6%B9%98%E8%8F%9C%E9%A6%86&query_place_id=ChIJ6daghwIRLxgRvYfJNl2wcKE,ChIJ6daghwIRLxgRvYfJNl2wcKE,False
一筒江湖火锅店,Chinese restaurant,"Kenya, Nairobi, KE",+254 795 508615,,,,,"https://www.google.com/maps/search/?api=1&query=%E4%B8%80%E7%AD%92%E6%B1%9F%E6%B9%96%E7%81%AB%E9%94%85%E5%BA%97&query_place_id=ChIJg1y4eQARLxgRhUwMpIdFJ-Q | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnuCg3sS3R58zhgJS9HBlWpH4uzSVqqDb-fcAt8xnEDH_QAik-9TwJhzSzT3712buwmA-zFelI_PkMZZM1qJLv7QlWtu19qLQSTovkPRqz184oAQCrD3h0hSdzWq9OyYMVbYvXEkw=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=%E4%B8%80%E7%AD%92%E6%B1%9F%E6%B9%96%E7%81%AB%E9%94%85%E5%BA%97&query_place_id=ChIJg1y4eQARLxgRhUwMpIdFJ-Q,ChIJg1y4eQARLxgRhUwMpIdFJ-Q,False
东方明珠餐厅,Chinese restaurant,"PQ7H+2MH, Suguta Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=%E4%B8%9C%E6%96%B9%E6%98%8E%E7%8F%A0%E9%A4%90%E5%8E%85&query_place_id=ChIJlU56fGgbLxgRpqien9C13qs | https://www.google.com/maps/search/restaurant/@-1.2895935545454547,36.773318836363636,17.002337659462743z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnWtpZ0zRoOPZh6UyvjqYlIXXX1ljzTX9oiRjpzNMcP7BtaCYGu0-UMMFJsaQj36W0-pxNbAA2jIlpMHK0Za1u9kmgBBQhL2cIZUWL08UG0KW9rwseSCfgeaqdSwv3AGRZlXHGvaaNFexOx=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=%E4%B8%9C%E6%96%B9%E6%98%8E%E7%8F%A0%E9%A4%90%E5%8E%85&query_place_id=ChIJlU56fGgbLxgRpqien9C13qs,ChIJlU56fGgbLxgRpqien9C13qs,False
中国餐厅 地摊火锅,Chinese restaurant,"12 Riara Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=%E4%B8%AD%E5%9B%BD%E9%A4%90%E5%8E%85%20%E5%9C%B0%E6%91%8A%E7%81%AB%E9%94%85&query_place_id=ChIJY_gmSwAbLxgR7cfaxZGakvc | https://www.google.com/maps/search/restaurant/@-1.2955217,36.7736869,17.002334291465527z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v3geG3BAeRADw_5l1RETag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.7051&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=%E4%B8%AD%E5%9B%BD%E9%A4%90%E5%8E%85%20%E5%9C%B0%E6%91%8A%E7%81%AB%E9%94%85&query_place_id=ChIJY_gmSwAbLxgR7cfaxZGakvc,ChIJY_gmSwAbLxgR7cfaxZGakvc,False
如院餐厅,Chinese restaurant,"Kenya, Nairobi, KE",,,,,,"https://www.google.com/maps/search/?api=1&query=%E5%A6%82%E9%99%A2%E9%A4%90%E5%8E%85&query_place_id=ChIJH-YZfQAbLxgRkplTTmHC6_E | https://www.google.com/maps/search/restaurant/@-1.2955217,36.7736869,17.002334291465527z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli9sB_0HUjFqePWfshXKIgNeXaIsTcFyXQfmANzGlOCRSgqqYfWarbsZ6SnMrrrXQW8-4aZhPyF1fJrl7_rw8ZJJsmxdzmVoX5mv83gSwcIO3BhmYysa6K7kO10CorU-0INJInENgs_uSy=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=%E5%A6%82%E9%99%A2%E9%A4%90%E5%8E%85&query_place_id=ChIJH-YZfQAbLxgRkplTTmHC6_E,ChIJH-YZfQAbLxgRkplTTmHC6_E,False
福佑,Chinese restaurant,"PQ6C+6FH, Muthangari Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BD%91&query_place_id=ChIJq6iMIAAbLxgR8JhThRNcmVw | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Zifz1sZWqj1GEKde7y1iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.2251&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BD%91&query_place_id=ChIJq6iMIAAbLxgR8JhThRNcmVw,ChIJq6iMIAAbLxgR8JhThRNcmVw,False
DENGIL BAR AND RESTAURANT,Country food restaurant,"station road, Nairobi, Kenya",+254 704 120977,,,,,"https://www.google.com/maps/search/?api=1&query=DENGIL%20BAR%20AND%20RESTAURANT&query_place_id=ChIJx_K4qNgbLxgRhCwXfMmGvw8 | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnNjS0yeaXuNJXsgC-zh6QPA9Fe7ZGAEyf0K2Y21qyhM7Ucryy81iORPPlF7aqicxWlU-y0fQf3_ewuiN-tlYu_-sBp30NIxNVOCIfS9w9UjxfzZBHANVx9jNOV0SdJPvy81MDn=w408-h272-k-no",https://www.google.com/maps/search/?api=1&query=DENGIL%20BAR%20AND%20RESTAURANT&query_place_id=ChIJx_K4qNgbLxgRhCwXfMmGvw8,ChIJx_K4qNgbLxgRhCwXfMmGvw8,False
Sage's Kitchen (Enkang Apartments),Diner,"Ngong Rd, Nairobi, Kenya",+254 100 915445,,,,,"https://www.google.com/maps/search/?api=1&query=Sage | https://www.google.com/maps/search/restaurant/@-1.30206825,36.7531745,17.002330554175863z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnTy3VLLI0FyX3pp8k2wRfbnMaG8jzYKBk5U16qtoKeleezx6R8pcH6v7y2R3eWQuU1IpW0SN24OBD3UobPWOEZxcguOpITuIUQcUumpgpi47GheCTd-EWOUISA-Fq-_lPxERmE=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Sage's%20Kitchen%20(Enkang%20Apartments)&query_place_id=ChIJaeovVlMRLxgRkO5UWd9miYc,ChIJaeovVlMRLxgRkO5UWd9miYc,False
Mile Habesha Restaurant,Eritrean restaurant,"Metropolitan Court, Argwings Kodhek Rd, Nairobi City, Kenya",+254 741 213532,,,,,"https://www.google.com/maps/search/?api=1&query=Mile%20Habesha%20Restaurant&query_place_id=ChIJgT4GkSsRLxgRVkFlLXYs2ag | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmu7xhn3YXNn88Vi2FXn7F3qaSWtahof6htswGVvaPS_E7Ny17OMxiYtGO22RZKhd6YqiXo4ZToER3Vmoj45wayQpBDW2AnlteoKh2LsmhaZJ1Yvx8NY_QmpHqukq3DqQ7AW5Qe=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Mile%20Habesha%20Restaurant&query_place_id=ChIJgT4GkSsRLxgRVkFlLXYs2ag,ChIJgT4GkSsRLxgRVkFlLXYs2ag,False
"Devino Ethiopian ,Kenya restaurant",Ethiopian restaurant,"Ring Rd, Nairobi, Kenya",+254 796 730774,,,,,"https://www.google.com/maps/search/?api=1&query=Devino%20Ethiopian%20%2CKenya%20restaurant&query_place_id=ChIJdemrpaQRLxgRx2deIZ0IGHU | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlzzMUmGHIaoqsAMxrOxScViY-8I8PHU4gE_Jf3bA0HcpEE_PF8-Ug2XQEgP9m7SA2qLLUJthJWqi5xkckgUcjbXXcdlCxrEUj2yPLTlNm_ub97bcARJIL4WrPnQrXWfEHCC__0=w408-h287-k-no",https://www.google.com/maps/search/?api=1&query=Devino%20Ethiopian%20%2CKenya%20restaurant&query_place_id=ChIJdemrpaQRLxgRx2deIZ0IGHU,ChIJdemrpaQRLxgRx2deIZ0IGHU,False
Manu's Kitchen Ke,Ethiopian restaurant,"Shopping Centre, Nairobi, Kenya",+254 799 655570,,,,,"https://www.google.com/maps/search/?api=1&query=Manu | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j2VY1tR0R-wqPhl54kyyqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.7064946&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Manu's%20Kitchen%20Ke&query_place_id=ChIJe0CLp4AbLxgRegqnq5G5XYY,ChIJe0CLp4AbLxgRegqnq5G5XYY,False
Yamrot shop,Ethiopian restaurant,"Yamrot shop, Nairobi, Kenya",+254 728 179599,,,,,"https://www.google.com/maps/search/?api=1&query=Yamrot%20shop&query_place_id=ChIJB-xRNYUbLxgR1OY32BiNDzg | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn_WrNVMR8Sa2oVT8y9WzAVj84mVhWsqiehK1Cvn231QBQXCuDbrJ0zhBRxDMU-1hxOQ1cWsJf-MM0qvjw0yBAB_gWBAmN_bj5bqDwAFClRXjjEofyITS_x49sD0muN=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Yamrot%20shop&query_place_id=ChIJB-xRNYUbLxgR1OY32BiNDzg,ChIJB-xRNYUbLxgR1OY32BiNDzg,False
Zara Lounge,Ethiopian restaurant,"MQWC+CHR Shopping Centre, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Zara%20Lounge&query_place_id=ChIJeR4bXwAbLxgRFrtJFC2ZCOg | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en",https://www.google.com/maps/search/?api=1&query=Zara%20Lounge&query_place_id=ChIJeR4bXwAbLxgRFrtJFC2ZCOg,ChIJeR4bXwAbLxgRFrtJFC2ZCOg,False
Ahadu Ethiopian Restaurant,Family restaurant,"PQ4P+3PJ, Nairobi, Kenya",+254 799 937562,,,,,"https://www.google.com/maps/search/?api=1&query=Ahadu%20Ethiopian%20Restaurant&query_place_id=ChIJi6aUGgARLxgRorGkLZQBH8I | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_fk_3Y_Jc_HInPgwalGb4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.53503&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Ahadu%20Ethiopian%20Restaurant&query_place_id=ChIJi6aUGgARLxgRorGkLZQBH8I,ChIJi6aUGgARLxgRorGkLZQBH8I,False
AJ’s Urban Fish Restaurant Kilimani,Family restaurant,"6 Argwings Kodhek Rd, Nairobi, Kenya",+254 703 708903,,,,,"https://www.google.com/maps/search/?api=1&query=AJ%E2%80%99s%20Urban%20Fish%20Restaurant%20Kilimani&query_place_id=ChIJy-kYZAARLxgR4vv0-KQG9Tg | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | http://t2.gstatic.com/images?q=tbn:ANd9GcTmtpZPDCbSpTDMqQhE4S8uDpxIlciyvsTEAyTc69uGDafWQOYq",https://www.google.com/maps/search/?api=1&query=AJ%E2%80%99s%20Urban%20Fish%20Restaurant%20Kilimani&query_place_id=ChIJy-kYZAARLxgR4vv0-KQG9Tg,ChIJy-kYZAARLxgR4vv0-KQG9Tg,False
Alliance Restaurant,Family restaurant,"MQWC+C94, Nairobi, Kenya",+254 791 310870,,,,,"https://www.google.com/maps/search/?api=1&query=Alliance%20Restaurant&query_place_id=ChIJO6JYXAAbLxgRkyUFnUevtu0 | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en",https://www.google.com/maps/search/?api=1&query=Alliance%20Restaurant&query_place_id=ChIJO6JYXAAbLxgRkyUFnUevtu0,ChIJO6JYXAAbLxgRkyUFnUevtu0,False
Chini ya Mnazi Dishes,Family restaurant,"Suna Rd, Nairobi, Kenya",+254 722 883494,,,,,"https://www.google.com/maps/search/?api=1&query=Chini%20ya%20Mnazi%20Dishes&query_place_id=ChIJG9tgVeYbLxgRZVJ00gjcHPw | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxhKUPyxTiLoc3ovk02W6TwqbrkBA7iL5BQG6T9h1U4jOZAt7dLUedGj3oRMIPlvGsL3ak-xVAc8pA0RkVVuBysvcd4lBAO286FW7sMC8LZ0FCBmYBIxwoYjJbUcn_5b6eMmbeWw=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Chini%20ya%20Mnazi%20Dishes&query_place_id=ChIJG9tgVeYbLxgRZVJ00gjcHPw,ChIJG9tgVeYbLxgRZVJ00gjcHPw,False
Golden Hour Restaurant,Family restaurant,"PQ5R+93X, Nairobi, Kenya",+254 792 008008,,,,,"https://www.google.com/maps/search/?api=1&query=Golden%20Hour%20Restaurant&query_place_id=ChIJ6ZkfYAARLxgRsrMfWqIlbMk | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnerBNXgYzdf2W5UtgcFZ0glKq3uPGvmca-V3Li89_RPxN8hNZITbicNHtFXA3YT_Z5QTGV4MCxpdsf5GQ6v9_E8uPCZd_EkbdsXY18UZZmaJOtZSbPWGKIsCNZ45qn7-qt2QYX_Q=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Golden%20Hour%20Restaurant&query_place_id=ChIJ6ZkfYAARLxgRsrMfWqIlbMk,ChIJ6ZkfYAARLxgRsrMfWqIlbMk,False
Golis restaurant and Cafe,Family restaurant,"223 Kayahwe Rd, Nairobi, Kenya",+254 791 052929,,,,,"https://www.google.com/maps/search/?api=1&query=Golis%20restaurant%20and%20Cafe&query_place_id=ChIJFSqLIgARLxgROi67VNmXcgY | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlLTjtf4tFsEkYXk269njJacZ2qiTgPyLycZDaI-E9JiONEi0QO2lbOLFnBp7PU9Xl7x35q2pVHh3WWMvcmE7sOMDpk58SgcsaLklGCBsW17kG507DaVv0Kbrn6-ssqTlEnkZHhzi9WY88=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Golis%20restaurant%20and%20Cafe&query_place_id=ChIJFSqLIgARLxgROi67VNmXcgY,ChIJFSqLIgARLxgROi67VNmXcgY,False
IVY'S CAFE,Family restaurant,"MQXF+CJ2, Joseph Kangethe Rd, Nairobi, Kenya",+254 710 524941,,,,,"https://www.google.com/maps/search/?api=1&query=IVY | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmWB_qUbyeRy6kGdOV1CwljC0eQDJN-Osfz6QXu3g2HT1kGVTnjN_XDtH6EsR-UX7-xPSPJTtJBCBC0djVTpmuxFa1wqIKxpmeXzDTdaiqBY3gzp9L128Ln--_701hAKIoOcsyZ=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=IVY'S%20CAFE&query_place_id=ChIJjQ_ex1wbLxgRI0BGFdDT-AQ,ChIJjQ_ex1wbLxgRI0BGFdDT-AQ,False
JAY JAY 2,Family restaurant,"PQ4P+WP9, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=JAY%20JAY%202&query_place_id=ChIJx8KJbQARLxgRk_aZR9yYJm8 | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.79946094992056,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2o_yOfedPgsmRdprQPt0Wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.437&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=JAY%20JAY%202&query_place_id=ChIJx8KJbQARLxgRk_aZR9yYJm8,ChIJx8KJbQARLxgRk_aZR9yYJm8,False
K'Dana Restaurant,Family restaurant,"MRV4+6FX, Upperhill Links Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=K | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.81664691653427,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmtDYUwqS6XqL6ek4S8xtvnzp42Khg4Xr5-gYEd7d1PkkflfUjZ5C_npmMx-sZfU31Lo42WipgssDa6jZtBXKeoPa6DdxTbydB1iXvH-o1dbI3YkDYFJQGI1wj5i4DX6Fp4Zz2oPw5Vf9Y=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=K'Dana%20Restaurant&query_place_id=ChIJf_QeppoRLxgRtKnh9pwD5AI,ChIJf_QeppoRLxgRtKnh9pwD5AI,False
Rami Restaurant injera / juice /coffee & Sudanese food,Family restaurant,"MQWC+62J, Kibera Station Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Rami%20Restaurant%20injera%20%2F%20juice%20%2Fcoffee%20%26%20Sudanese%20food&query_place_id=ChIJ-RlRVQAbLxgRwWFqSLIbatw | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkO6nkIXYfjTaEzJS34a3R366UlrRXz8kwihMPEEFbifVYA8pR9BkMJQSzpba9fy7KhDBPf-J14XiNSXFyLFEoP68zwAvWtKoGxCmY58vKYjI7r7xcfCCUCs0HXYbzOL9sNZgzVpw=w408-h549-k-no",https://www.google.com/maps/search/?api=1&query=Rami%20Restaurant%20injera%20%2F%20juice%20%2Fcoffee%20%26%20Sudanese%20food&query_place_id=ChIJ-RlRVQAbLxgRwWFqSLIbatw,ChIJ-RlRVQAbLxgRwWFqSLIbatw,False
Riara Food Court,Family restaurant,"Riara, Ole Dume Rd, Nairobi, Kenya",+254 777 996984,,,,,"https://www.google.com/maps/search/?api=1&query=Riara%20Food%20Court&query_place_id=ChIJb9TFg2sbLxgRo9Dya_SPVO8 | https://www.google.com/maps/search/restaurant/@-1.2955217,36.7736869,17.002334291465527z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlENIdswwwZmIrd08MWovTfrh0lp7V2VR8ucUfcoQr3bBSgxyHyMV11VljXiCbMULB526ouQvvajVkZrLzay4GTAWJ-wvEs2POUQhqheVBFw52cWdPikbmD5WTqav8bLUmuFOU4LA=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Riara%20Food%20Court&query_place_id=ChIJb9TFg2sbLxgRo9Dya_SPVO8,ChIJb9TFg2sbLxgRo9Dya_SPVO8,False
Shark Foods,Family restaurant,"Menelik Menelik Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Shark%20Foods&query_place_id=ChIJV8vZc1YRLxgRWjkgGwiDuFc | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87H0n6nPiaIRvQcqkxCfuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.64189&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Shark%20Foods&query_place_id=ChIJV8vZc1YRLxgRWjkgGwiDuFc,ChIJV8vZc1YRLxgRWjkgGwiDuFc,False
Tamra Lounge,Family restaurant,"Wood Garden Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Tamra%20Lounge&query_place_id=ChIJ5zYkAgARLxgRjOegGWz7qjs | https://www.google.com/maps/search/restaurant/@-1.2986442,36.77959205,17.00233251124554z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnLwFu0Qfk-gAcOwBvskgttg51u07n0uhP8pLxX0Z_r5--1jmpT6nvcfrrp6thSYSchPojR0MsX3WB-AbrQcZsUhDGxa1AgbUaYzXmWgJjLvzhTSWJ6i24echmTKK4UEMzI2TGX6TAumKGd=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Tamra%20Lounge&query_place_id=ChIJ5zYkAgARLxgRjOegGWz7qjs,ChIJ5zYkAgARLxgRjOegGWz7qjs,False
The Grand Oak-Atlas House,Family restaurant,"Forest Edge Road, Karen, Opposite Bomas of Kenya, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Grand%20Oak-Atlas%20House&query_place_id=ChIJUdNfhFobLxgRfJGprEXgzd4 | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlwJfRHFCle5i9RjyPjky-kqZ0Lg3I_bmnzawbeSSgAPCdXtnxcZYVwOlUTMTMD2NaqGlM7_7pRLa7EfTfX9cq1hj0UeXuNNSdM7rz2s5ep7PAQw_3vmELi0m3Fj1jXDris0n_t_Oh5m78K=w408-h251-k-no",https://www.google.com/maps/search/?api=1&query=The%20Grand%20Oak-Atlas%20House&query_place_id=ChIJUdNfhFobLxgRfJGprEXgzd4,ChIJUdNfhFobLxgRfJGprEXgzd4,False
